timestamp,merchant_name,category,amount,currency
2024-04-15 18:20:20+00:00,YEGO,Travel & Transportation,-2.97,EUR
2024-04-15 18:53:36+00:00,YEGO,Travel & Transportation,-4.29,EUR
2024-04-15 20:27:25+00:00,Mercadona,Groceries,-11.49,EUR
2024-04-15 22:46:33+00:00,Antonias Burger,Restaurants,-30.5,EUR
2024-04-16 06:10:22+00:00,Bicing,Travel & Transportation,-1.05,EUR
2024-04-16 09:39:37+00:00,YEGO,Travel & Transportation,-2.97,EUR
2024-04-16 14:00:33+00:00,Too Good To Go,Groceries,-2.99,EUR
2024-04-16 17:34:11+00:00,Taperia El Born,Restaurants,-8.2,EUR
2024-04-16 20:41:03+00:00,Restaurante ISABELLA'S,Restaurants,-63.5,EUR
2024-04-16 21:05:14+00:00,Unibet,Entertainment,-50.0,EUR
2024-04-16 22:15:13+00:00,Tabacs,Shopping,-39.0,EUR
2024-04-17 19:04:13+00:00,Mercadona,Groceries,-13.76,EUR
2024-04-17 19:38:50+00:00,Mercadona,Groceries,-7.02,EUR
2024-04-17 22:07:44+00:00,FlixBus,Travel & Transportation,-75.98,EUR
2024-04-18 09:52:27+00:00,YEGO,Travel & Transportation,-2.64,EUR
2024-04-18 14:07:09+00:00,MacxiPA,Restaurants,-3.35,EUR
2024-04-18 18:59:52+00:00,BCM Mallorca,Entertainment,-11.8,EUR
2024-04-19 16:12:43+00:00,Mercadona,Groceries,-18.57,EUR
2024-04-19 22:14:57+00:00,SUPERMARKET,Groceries,-7.99,EUR
2024-04-20 02:06:01+00:00,Bikinis Ltd,Entertainment,-4.0,EUR
2024-04-20 03:20:05+00:00,Uber,Travel & Transportation,-12.2,EUR
2024-04-20 04:19:52+00:00,FREE NOW,Travel & Transportation,-17.3,EUR
2024-04-20 17:34:25+00:00,Mercadona,Groceries,-6.58,EUR
2024-04-20 18:20:53+00:00,Mercadona,Groceries,-12.43,EUR
2024-04-20 20:57:39+00:00,Estanco,Shopping,-4.35,EUR
2024-04-20 21:11:00+00:00,Supermercat,Groceries,-3.0,EUR
2024-04-20 22:52:35+00:00,Hungry Eyes,Restaurants,-37.11,EUR
2024-04-21 01:46:55+00:00,The George,Entertainment,-6.0,EUR
2024-04-21 02:16:50+00:00,The George,Entertainment,-6.0,EUR
2024-04-21 14:24:34+00:00,Kachafruit Barna S.L.,Groceries,-5.63,EUR
2024-04-22 12:28:04+00:00,Mercadona,Groceries,-13.91,EUR
2024-04-22 16:04:44+00:00,Del Molino Roa Sl,Restaurants,-2.85,EUR
2024-04-22 16:26:34+00:00,MacxiPA,Restaurants,-1.55,EUR
2024-04-23 14:28:43+00:00,Fleca Del Metro Slu,Restaurants,-10.0,EUR
2024-04-23 16:04:03+00:00,La Balmesina,Restaurants,-46.9,EUR
2024-04-23 16:39:50+00:00,Good News Glories,Restaurants,-3.0,EUR
2024-04-23 18:20:22+00:00,Crispy Chicken,Restaurants,-7.5,EUR
2024-04-23 18:53:10+00:00,Tabacs Estanc Exp n° 446,Shopping,-4.35,EUR
2024-04-23 20:39:57+00:00,YEGO,Travel & Transportation,-3.3,EUR
2024-04-23 20:43:56+00:00,Lidl,Groceries,-13.29,EUR
2024-04-23 20:58:42+00:00,YEGO,Travel & Transportation,-4.29,EUR
2024-04-24 10:05:57+00:00,Del Molino Roa,Restaurants,-1.2,EUR
2024-04-24 12:36:42+00:00,Mercadona,Groceries,-12.97,EUR
2024-04-25 09:52:42+00:00,YEGO,Travel & Transportation,-3.3,EUR
2024-04-25 11:31:11+00:00,Del Molino Roa,Restaurants,-2.4,EUR
2024-04-25 14:05:10+00:00,MacxiPA,Restaurants,-4.0,EUR
2024-04-25 14:05:58+00:00,Del Molino Roa,Restaurants,-5.6,EUR
2024-04-25 16:34:39+00:00,YEGO,Travel & Transportation,-6.27,EUR
2024-04-25 18:56:44+00:00,Santamasa Sarrià,Restaurants,-16.0,EUR
2024-04-26 03:39:15+00:00,Aerobús Barcelona,Travel & Transportation,-7.25,EUR
2024-04-26 04:46:46+00:00,Barcelona Airport,Travel & Transportation,-6.2,EUR
2024-04-26 08:57:47+00:00,Lagkagehuset,Restaurants,-10.35,EUR
2024-04-26 09:39:38+00:00,DSB,Travel & Transportation,-4.04,EUR
2024-04-26 14:33:03+00:00,Palmehuset,Entertainment,-5.38,EUR
2024-04-26 15:24:41+00:00,DSB,Travel & Transportation,-3.23,EUR
2024-04-26 18:20:47+00:00,Steel House Copenhagen,Travel & Transportation,-7.4,EUR
2024-04-26 19:38:41+00:00,Mercadona,Groceries,-10.63,EUR
2024-04-27 01:32:55+00:00,Ps Bar & Grill A/s,Entertainment,-59.86,EUR
2024-04-27 02:00:00+00:00,Tivoli,Entertainment,-21.5,EUR
2024-04-27 03:55:03+00:00,Lsland Aps,Entertainment,-13.46,EUR
2024-04-27 04:08:10+00:00,Cff Investment Est 2016 A,Entertainment,-13.46,EUR
2024-04-27 11:44:54+00:00,Steel House Copenhagen,Travel & Transportation,-2.7,EUR
2024-04-27 14:32:20+00:00,Christiania Is Ap,Restaurants,-7.81,EUR
2024-04-27 15:33:59+00:00,TIER,Travel & Transportation,-8.68,EUR
2024-04-27 16:09:02+00:00,Havfruekiosken,Restaurants,-6.06,EUR
2024-04-27 16:44:40+00:00,DSB,Travel & Transportation,-6.46,EUR
2024-04-27 16:52:28+00:00,Lagkagehuset,Restaurants,-8.75,EUR
2024-04-27 19:45:12+00:00,Tecnotron,Shopping,-5.0,EUR
2024-04-27 21:42:46+00:00,7-Eleven,Groceries,-5.39,EUR
2024-04-27 22:09:22+00:00,Street Kitchen,Restaurants,-7.94,EUR
